timestamp,temperature_c,humidity_%,wind_speed_kmph,pressure_hpa,precipitation_mm,hour,date
2023-01-01 00:00:00,15.547672566122984,19.09182430891013,98.29676925726068,1028.2281497902188,78.6890188628643,0,2023-01-01
2023-01-01 01:00:00,18.21593406372852,10.80226555505986,99.36710565097552,987.238259134893,93.30760079363328,1,2023-01-01
2023-01-01 02:00:00,29.257146688785305,73.38433107325316,30.453474900717204,1026.653997379814,174.93847749794156,2,2023-01-01
2023-01-01 03:00:00,35.591717834185154,60.379030115111405,80.65022289862922,975.6214994518728,19.45770183634973,3,2023-01-01
2023-01-01 04:00:00,2.4337924061324845,59.64098824529768,53.12400445561729,967.1699391833588,59.73967529785149,4,2023-01-01
2023-01-01 05:00:00,-4.708113619363778,17.945791516353303,27.48489758854209,1028.40542925271,82.46716640596988,5,2023-01-01
2023-01-01 06:00:00,-4.554066883422596,59.46736792660955,78.18413281870727,1005.8974745536456,110.87630848995656,6,2023-01-01
2023-01-01 07:00:00,32.62860415489766,53.54473845071784,63.51837499547933,1016.4970066818956,169.11312971452045,7,2023-01-01
2023-01-01 08:00:00,4.295673761304196,44.229085870845694,83.08350992579663,1039.0460166725857,137.05841404287668,8,2023-01-01
2023-01-01 09:00:00,-1.4895064463203562,73.69024861155975,24.740190445305675,996.793582990976,88.09586185955493,9,2023-01-01
2023-01-01 10:00:00,6.5600128428478826,51.28778488649373,25.690030577184743,1041.0391801694916,197.91423403165115,10,2023-01-01
2023-01-01 11:00:00,2.5877624935219155,27.346869684232978,99.39944592642658,1001.9622901893316,164.52655211346146,11,2023-01-01
2023-01-01 12:00:00,36.22192314174711,62.381277339494034,22.064206904420047,1032.4552429738246,28.62799102972153,12,2023-01-01
2023-01-01 13:00:00,-3.896655283973365,15.772813896127078,99.85353755687764,983.9468044252056,182.1699754534657,13,2023-01-01
2023-01-01 14:00:00,15.207069025288424,98.40856956822908,73.20714677056442,1025.5665027120176,196.6409988289388,14,2023-01-01
2023-01-01 15:00:00,8.955494404746677,75.26327643982813,62.940423968985705,1048.9978638558573,108.92155299840186,15,2023-01-01
2023-01-01 16:00:00,34.061146560045714,67.51546701865259,43.35609109626076,974.8162102884306,131.88984960658493,16,2023-01-01
2023-01-01 17:00:00,29.550150991633583,49.95774387950285,81.75619697301556,1040.2359643956454,157.6453334618474,17,2023-01-01
2023-01-01 18:00:00,14.252985291153449,10.35959798356224,49.087681466446654,1042.1207486238056,27.055723123362352,18,2023-01-01
2023-01-01 19:00:00,7.772230921260693,87.42283009356709,92.97698227234277,955.1610977972166,41.47645904797368,19,2023-01-01
2023-01-01 20:00:00,7.472779916183741,80.63663768827449,96.86557286685816,1027.3205686018389,76.71974870329399,20,2023-01-01
2023-01-01 21:00:00,-1.0870548241108606,21.88217235768448,86.45664606832202,1003.403212475954,84.00977538256554,21,2023-01-01
2023-01-01 22:00:00,6.998207247851459,46.26498826994979,50.323847790172415,1027.8599324982677,7.119586693740887,22,2023-01-01
2023-01-01 23:00:00,8.412512418063116,48.14833841957378,48.79046517763873,993.8863964728536,75.66894113596851,23,2023-01-01
2023-01-02 00:00:00,11.575441962359228,72.58194977634733,49.387777349348575,1034.3501630914766,88.95852965432232,0,2023-01-02
2023-01-02 01:00:00,15.4760911926551,88.49233270376106,47.73046485145696,1027.7833736439409,87.45359219707372,1,2023-01-02
2023-01-02 02:00:00,25.761290057246946,40.84186760865442,42.67373630059884,1026.4548554553814,123.3141500293866,2,2023-01-02
2023-01-02 03:00:00,15.09897945200316,17.516208443655536,22.80726500001361,1045.6986341781014,74.77150153150174,3,2023-01-02
2023-01-02 04:00:00,36.17914752513805,14.540395492376703,81.94420925422715,954.165047202338,95.58585088772868,4,2023-01-02
2023-01-02 05:00:00,14.368246498885568,75.65010216269101,18.062305579015824,985.7989473360606,36.64915423052024,5,2023-01-02
2023-01-02 06:00:00,-2.280779454674401,62.21881844041109,61.946067411362726,986.2191446922506,45.8031238847928,6,2023-01-02
2023-01-02 07:00:00,25.163976107053227,31.36295877491183,44.07481893896117,1035.3577412857098,115.4700901011832,7,2023-01-02
2023-01-02 08:00:00,13.09950988225399,66.63312061625906,32.34014198367675,986.3883227398468,21.36293443450676,8,2023-01-02
2023-01-02 09:00:00,28.220446092405915,99.67775582418678,29.013558148670626,1007.9921252495012,12.041410536084296,9,2023-01-02
2023-01-02 10:00:00,3.0968718341521875,62.744855778550566,63.993720628665166,1006.221749962669,67.88595724100112,10,2023-01-02
2023-01-02 11:00:00,20.86519812478323,53.912463335787535,83.63160372738382,1043.8461655866313,139.94003042188822,11,2023-01-02
2023-01-02 12:00:00,15.414146149454169,57.11849168158772,71.49892688900715,1043.7758385690602,62.82509030997856,12,2023-01-02
2023-01-02 13:00:00,12.204593009829928,73.77837510935862,60.1448964036568,968.9895149788562,174.60567047033285,13,2023-01-02
2023-01-02 14:00:00,11.357251672316302,88.30552712169215,62.11809938035368,962.9968947969282,48.69675262627546,14,2023-01-02
2023-01-02 15:00:00,-0.7104756625040727,73.61970563074746,78.3256521665391,1030.65331519337,109.39838164681343,15,2023-01-02
2023-01-02 16:00:00,-1.3767617805853765,25.10491858197877,56.42188931808128,1000.4410796359392,96.02804936813764,16,2023-01-02
2023-01-02 17:00:00,20.10609355434871,30.791030661221896,3.713186582115657,952.0844510217776,120.13130059311878,17,2023-01-02
2023-01-02 18:00:00,8.414774578918768,24.868514196646853,87.87993692930701,953.7568189113316,99.75108186665032,18,2023-01-02
2023-01-02 19:00:00,32.57995486708784,52.86718133207215,86.17864102267283,1022.2609987115426,189.4233375037076,19,2023-01-02
2023-01-02 20:00:00,17.309576854577863,55.57674142630145,69.78871360296456,966.2825992922412,27.524094784186715,20,2023-01-02
2023-01-02 21:00:00,36.56958590380834,10.5058328176816,32.73682081684153,1042.6871201241324,16.652849063274424,21,2023-01-02
2023-01-02 22:00:00,1.2554680376106535,91.70315339268252,73.34970601555264,970.9031532473095,65.4900732434631,22,2023-01-02
2023-01-02 23:00:00,8.905798420273248,58.42418035022834,18.002198576631635,1025.9773622564428,5.6953284599919884,23,2023-01-02
2023-01-03 00:00:00,1.268479450143028,32.38584054197472,76.72567790682892,984.7967693462756,126.60878360118215,0,2023-01-03
2023-01-03 01:00:00,9.413432321929754,20.00015249624308,78.4999593796005,955.6427369180964,104.37320914122492,1,2023-01-03
2023-01-03 02:00:00,32.48372658056851,33.39773920977887,88.85166284184102,1045.505256905649,82.95830303198406,2,2023-01-03
2023-01-03 03:00:00,31.84042435156825,16.402126146346582,33.41466477424754,1024.8479024788126,94.35924034311418,3,2023-01-03
2023-01-03 04:00:00,25.3422652324303,50.101116825883736,95.81545171212744,1000.4464019027372,31.700311245380043,4,2023-01-03
2023-01-03 05:00:00,38.6611739431561,38.35151240935755,26.99193975117961,971.3620932467732,146.6255181180385,5,2023-01-03
2023-01-03 06:00:00,17.85403292245077,46.34767743899473,70.8120600057577,1003.3445397764228,10.606090881868235,6,2023-01-03
2023-01-03 07:00:00,-3.495785744746385,12.961547129278609,45.74043557150759,1019.132734437736,154.60775187281538,7,2023-01-03
2023-01-03 08:00:00,29.88447642829473,43.9209987285527,21.630775879472274,1003.514784856986,12.67795511486236,8,2023-01-03
2023-01-03 09:00:00,25.88471489749577,36.83478109564075,16.160913164657163,1039.7023162099797,95.435430960824,9,2023-01-03
2023-01-03 10:00:00,19.605648305839868,44.82550700371961,69.99357421193386,1017.3379025519988,112.90514086477113,10,2023-01-03
