timestamp,temperature_C,humidity_%,wind_speed_kmph,pressure_hPa,precipitation_mm
2023-01-01 00:00:00,15.547672566122984,19.091824308910134,98.29676925726069,1028.2281497902188,78.6890188628643
2023-01-01 01:00:00,18.215934063728522,10.80226555505986,99.36710565097553,987.238259134893,93.30760079363327
2023-01-01 02:00:00,29.257146688785305,73.38433107325316,30.453474900717204,1026.653997379814,174.93847749794156
2023-01-01 03:00:00,35.591717834185154,60.379030115111405,80.65022289862922,975.6214994518728,19.457701836349738
2023-01-01 04:00:00,2.4337924061324845,59.64098824529768,53.12400445561729,967.1699391833588,59.73967529785149
2023-01-01 05:00:00,-4.708113619363778,17.945791516353303,27.48489758854209,1028.40542925271,82.46716640596988
2023-01-01 06:00:00,-4.554066883422596,59.46736792660955,78.18413281870727,1005.8974745536456,110.87630848995656
2023-01-01 07:00:00,32.62860415489766,53.54473845071784,63.518374995479334,1016.4970066818956,169.11312971452043
2023-01-01 08:00:00,4.2956737613041955,44.229085870845694,83.08350992579663,1039.0460166725857,137.05841404287668
2023-01-01 09:00:00,-1.4895064463203562,73.69024861155975,24.740190445305675,996.7935829909759,88.09586185955493
2023-01-01 10:00:00,6.5600128428478826,51.28778488649373,25.690030577184743,1041.0391801694916,197.91423403165115
2023-01-01 11:00:00,2.5877624935219155,27.346869684232978,99.39944592642658,1001.9622901893316,164.52655211346146
2023-01-01 12:00:00,36.221923141747105,62.381277339494034,22.064206904420047,1032.4552429738246,28.627991029721535
2023-01-01 13:00:00,-3.896655283973365,15.772813896127078,99.85353755687765,983.9468044252056,182.1699754534657
2023-01-01 14:00:00,15.207069025288423,98.40856956822907,73.20714677056442,1025.5665027120176,196.6409988289388
2023-01-01 15:00:00,8.955494404746677,75.26327643982813,62.940423968985705,1048.9978638558573,108.92155299840186
2023-01-01 16:00:00,34.061146560045714,67.51546701865259,43.35609109626076,974.8162102884306,131.88984960658493
2023-01-01 17:00:00,29.550150991633586,49.95774387950285,81.75619697301556,1040.2359643956454,157.6453334618474
2023-01-01 18:00:00,14.252985291153447,10.35959798356224,49.087681466446654,1042.1207486238056,27.055723123362352
2023-01-01 19:00:00,7.772230921260693,87.42283009356709,92.97698227234277,955.1610977972166,41.47645904797368
2023-01-01 20:00:00,7.472779916183741,80.63663768827449,96.86557286685817,1027.3205686018389,76.71974870329399
2023-01-01 21:00:00,-1.0870548241108606,21.882172357684478,86.45664606832202,1003.4032124759541,84.00977538256554
2023-01-01 22:00:00,6.998207247851459,46.26498826994979,50.323847790172415,1027.8599324982677,7.119586693740887
2023-01-01 23:00:00,8.412512418063116,48.14833841957378,48.79046517763873,993.8863964728536,75.66894113596851
2023-01-02 00:00:00,11.575441962359228,72.58194977634733,49.387777349348575,1034.3501630914766,88.95852965432232
2023-01-02 01:00:00,15.476091192655101,88.49233270376106,47.73046485145696,1027.7833736439409,87.45359219707372
2023-01-02 02:00:00,25.761290057246946,40.84186760865442,42.67373630059884,1026.4548554553814,123.31415002938661
2023-01-02 03:00:00,15.09897945200316,17.516208443655536,22.80726500001361,1045.6986341781014,74.77150153150174
2023-01-02 04:00:00,36.17914752513805,14.540395492376703,81.94420925422715,954.165047202338,95.58585088772867
2023-01-02 05:00:00,14.368246498885568,75.65010216269101,18.062305579015824,985.7989473360606,36.64915423052024
2023-01-02 06:00:00,-2.280779454674401,62.218818440411084,61.946067411362726,986.2191446922506,45.8031238847928
2023-01-02 07:00:00,25.163976107053227,31.36295877491183,44.07481893896117,1035.3577412857098,115.4700901011832
2023-01-02 08:00:00,13.09950988225399,66.63312061625906,32.34014198367675,986.3883227398467,21.362934434506762
2023-01-02 09:00:00,28.220446092405915,99.67775582418678,29.013558148670626,1007.9921252495012,12.041410536084296
2023-01-02 10:00:00,3.0968718341521875,62.744855778550566,63.993720628665166,1006.221749962669,67.88595724100112
2023-01-02 11:00:00,20.86519812478323,53.912463335787535,83.63160372738382,1043.8461655866313,139.94003042188822
