sensor_id,timestamp,latitude,longitude,sensor_type,reading_value,status
1271,2023-01-01 00:00:00,37.36766101828665,-121.83022840034089,humidity,78.76642954394985,faulty
1865,2023-01-01 00:01:00,37.273308904741235,-121.99636884582159,humidity,16.07688727067079,faulty
1657,2023-01-01 00:02:00,37.27222719415702,-121.64590125261931,humidity,24.018218517220035,inactive
1223,2023-01-01 00:03:00,37.00714575084953,-122.1837813603336,temp,19.15747229420606,active
1503,2023-01-01 00:04:00,37.706889524434835,-122.43696827517151,seismic,51.067158548614344,inactive
1724,2023-01-01 00:05:00,37.507471769455,-121.56888398448031,humidity,20.295671977438666,active
1551,2023-01-01 00:06:00,37.71985275345619,-122.12558274463312,humidity,91.03086001920504,faulty
1514,2023-01-01 00:07:00,37.60948900283152,-122.27663012320134,flood,30.070217673454614,active
1129,2023-01-01 00:08:00,37.24315398395107,-122.3394651970294,humidity,50.51619119964348,active
1929,2023-01-01 00:09:00,37.50465722092277,-121.67379125101228,seismic,37.22470765555745,inactive
1820,2023-01-01 00:10:00,37.697945462659035,-122.23199857182345,flood,90.88035288146966,inactive
1966,2023-01-01 00:11:00,37.215293751898386,-122.13692841590948,temp,89.32377911557315,faulty
1601,2023-01-01 00:12:00,37.75176491755365,-122.40165010898616,temp,48.97854118617322,inactive
1547,2023-01-01 00:13:00,37.91092329282867,-122.46331630128869,seismic,98.5807254135058,inactive
1006,2023-01-01 00:14:00,37.12463248789117,-121.57319335030185,seismic,58.36659473832662,faulty
1750,2023-01-01 00:15:00,37.963195572839865,-122.37682523684289,humidity,44.84684024984607,active
1646,2023-01-01 00:16:00,37.58485285995497,-122.16469123992773,flood,0.6826558212075229,inactive
1008,2023-01-01 00:17:00,37.2808467649298,-121.75714533999147,humidity,7.713270262632732,active
1622,2023-01-01 00:18:00,37.19850308392038,-121.92656022204754,temp,53.17545748421949,inactive
1158,2023-01-01 00:19:00,37.95013606337166,-121.98099606799232,flood,49.43686407114326,active
1544,2023-01-01 00:20:00,37.485640601038035,-122.1145640926583,temp,23.69433828354478,faulty
1060,2023-01-01 00:21:00,37.8756133194556,-121.59562506436897,temp,96.08762115935448,faulty
1610,2023-01-01 00:22:00,37.12865060682628,-122.4750070906493,humidity,12.424217998862519,active
1331,2023-01-01 00:23:00,37.81880744395326,-122.17480348252737,temp,74.11307014922815,active
1038,2023-01-01 00:24:00,37.665024495275134,-121.7212794774938,humidity,5.0369821025651245,faulty
1515,2023-01-01 00:25:00,37.00700944878537,-121.81441369347638,temp,99.83882172278055,inactive
1378,2023-01-01 00:26:00,37.79135440408084,-122.4074959991188,seismic,12.830293473387421,faulty
1788,2023-01-01 00:27:00,37.32756156157001,-122.32492048890968,temp,47.14742372222486,active
1378,2023-01-01 00:28:00,37.9167854262413,-122.2461955218511,humidity,46.58091340821715,active
1299,2023-01-01 00:29:00,37.271122467861765,-121.67628242814602,temp,60.39437825351669,inactive
1227,2023-01-01 00:30:00,37.521603481978254,-122.36406118169855,temp,31.2431409772727,inactive
1457,2023-01-01 00:31:00,37.94629705877938,-121.59700347559037,seismic,87.65288028340693,faulty
1317,2023-01-01 00:32:00,37.624955388261924,-121.80420269197664,flood,51.83545840332931,active
1248,2023-01-01 00:33:00,37.90045835040425,-121.72664505496455,humidity,25.224614532441215,inactive
1122,2023-01-01 00:34:00,37.402519908027855,-121.52760714625245,humidity,41.07103171876471,faulty
1401,2023-01-01 00:35:00,37.26434056050236,-121.80534676101476,seismic,46.60117538177967,faulty
1972,2023-01-01 00:36:00,37.11499209048764,-122.17489875485653,temp,77.4238707624791,inactive
1219,2023-01-01 00:37:00,37.91548860005016,-122.04373857607699,humidity,11.332800070363358,active
1664,2023-01-01 00:38:00,37.159806848521605,-121.71424013863658,humidity,0.1243850157642723,inactive
1716,2023-01-01 00:39:00,37.36877954597541,-122.17333984214049,humidity,4.4426403760155715,active
1314,2023-01-01 00:40:00,37.146575882828024,-121.5743362352862,seismic,90.69563448556376,faulty
1035,2023-01-01 00:41:00,37.26910744488935,-121.98351705729459,temp,51.11650211351117,active
1951,2023-01-01 00:42:00,37.93912028825775,-122.19375297119942,temp,89.92808405654303,active
1682,2023-01-01 00:43:00,37.121471907830546,-122.43859615678798,humidity,40.15134737203279,active
1606,2023-01-01 00:44:00,37.91053238409268,-121.93264536089437,temp,83.09463304249378,active
1964,2023-01-01 00:45:00,37.27589670917602,-122.28393935431686,temp,94.60738223202416,active
1817,2023-01-01 00:46:00,37.300668083658366,-121.93122024508544,humidity,40.115456040046446,active
1512,2023-01-01 00:47:00,37.08783989374662,-122.42483572371131,seismic,66.62970740189778,faulty
1544,2023-01-01 00:48:00,37.23101909970158,-122.00245388160101,temp,71.34958142748408,faulty
1563,2023-01-01 00:49:00,37.96615397400191,-121.68735297608757,flood,98.38254448719584,inactive
1147,2023-01-01 00:50:00,37.806732523677994,-121.71617606597522,seismic,30.35360800879221,faulty
1887,2023-01-01 00:51:00,37.48429616459591,-122.02582016494705,flood,87.47707293701812,faulty
1926,2023-01-01 00:52:00,37.481765381678514,-122.10495015152217,temp,49.592665450429315,faulty
1115,2023-01-01 00:53:00,37.353629159160874,-121.5874310494082,seismic,73.305360202221,active
1389,2023-01-01 00:54:00,37.019175371898335,-122.2236861974169,temp,79.56815322374585,active
1270,2023-01-01 00:55:00,37.89649368752212,-121.65219378360985,flood,7.498796007968722,inactive
1762,2023-01-01 00:56:00,37.06802262487668,-121.58306501988422,humidity,0.8475881126978946,active
1792,2023-01-01 00:57:00,37.33291182488442,-121.99214115306687,humidity,77.34720114004313,faulty
1574,2023-01-01 00:58:00,37.437320887242024,-122.31137459510822,temp,63.85503325241362,active
1519,2023-01-01 00:59:00,37.99534610717501,-121.84940480624833,seismic,15.120893486088216,inactive
1875,2023-01-01 01:00:00,37.69543334417363,-122.31313966693187,seismic,19.257882603190744,active
1605,2023-01-01 01:01:00,37.95405826368829,-122.3778366786032,flood,10.456378938998313,inactive
1920,2023-01-01 01:02:00,37.92863312139007,-122.43724759011977,humidity,59.557065395273334,faulty
1384,2023-01-01 01:03:00,37.43750702980949,-121.82744129601224,seismic,98.03460786507394,active
1160,2023-01-01 01:04:00,37.35739691394045,-122.31245278959202,temp,40.290724463478035,active
1423,2023-01-01 01:05:00,37.164853047069265,-121.62281137218467,temp,41.63807908370442,active
1354,2023-01-01 01:06:00,37.47570691488305,-122.07291239437154,flood,51.28334460830624,faulty
1243,2023-01-01 01:07:00,37.69796205457327,-122.467885106198,humidity,13.644224074998569,inactive
1474,2023-01-01 01:08:00,37.755151330234,-121.5691693133541,flood,4.473202761960815,inactive
1410,2023-01-01 01:09:00,37.42167992171835,-121.8097513922314,temp,95.33713636447091,inactive
1889,2023-01-01 01:10:00,37.19869720844492,-121.62258822358129,seismic,83.22423364486903,inactive
1339,2023-01-01 01:11:00,37.81106663303152,-122.06395175720448,temp,1.5333045888606955,inactive
1131,2023-01-01 01:12:00,37.0446201104425,-121.74502471542448,seismic,83.35760106437414,faulty
1797,2023-01-01 01:13:00,37.08267928998392,-122.40795294523804,seismic,58.34092606231026,active
1214,2023-01-01 01:14:00,37.505086532720696,-121.60057679448155,seismic,47.27695868554256,active
1798,2023-01-01 01:15:00,37.25806409407137,-121.9751333049438,humidity,11.857265901747127,inactive
1733,2023-01-01 01:16:00,37.340522872592636,-122.3533388259474,temp,17.157477365350925,faulty
1656,2023-01-01 01:17:00,37.998399496188995,-121.60357036266637,seismic,23.925080740625184,faulty
1561,2023-01-01 01:18:00,37.0749862911487,-122.31590923906764,humidity,91.63866748355865,faulty
1888,2023-01-01 01:19:00,37.38067728146513,-122.11172450138388,seismic,27.128321057940298,active
1104,2023-01-01 01:20:00,37.29661232282932,-121.82646649293712,humidity,79.29018489308977,inactive
